date,region,latitude,longitude,pm25_ugm3,pm10_ugm3,no2_ugm3,so2_ugm3,o3_ugm3,aqi,aqi_category
2020-03-23,Mombasa,-4.0435,39.6682,20.1,33.1,25.5,9.0,85.4,68.0,Moderate
2020-03-24,Mombasa,-4.0435,39.6682,15.4,21.8,14.8,8.0,77.2,58.0,Moderate
2020-03-25,Mombasa,-4.0435,39.6682,14.8,39.3,9.4,6.2,69.2,57.0,Moderate
2020-03-26,Mombasa,-4.0435,39.6682,21.3,37.5,14.2,5.9,77.4,70.0,Moderate
2020-03-27,Mombasa,-4.0435,39.6682,24.1,24.1,15.2,7.2,68.5,76.0,Moderate
2020-03-28,Mombasa,-4.0435,39.6682,18.3,27.1,10.4,13.2,64.4,64.0,Moderate
2020-03-29,Mombasa,-4.0435,39.6682,16.2,28.6,17.7,7.1,69.7,60.0,Moderate
2020-03-30,Mombasa,-4.0435,39.6682,21.6,22.2,5.1,7.5,97.9,71.0,Moderate
2020-03-31,Mombasa,-4.0435,39.6682,17.7,21.3,17.4,7.5,79.7,63.0,Moderate
2020-04-01,Mombasa,-4.0435,39.6682,11.1,31.8,16.4,5.5,95.8,46.0,Good
2020-04-02,Mombasa,-4.0435,39.6682,16.7,37.8,9.9,11.1,80.7,61.0,Moderate
2020-04-03,Mombasa,-4.0435,39.6682,17.0,40.8,15.9,7.7,83.0,61.0,Moderate
2020-04-04,Mombasa,-4.0435,39.6682,20.0,24.5,9.4,5.8,78.0,68.0,Moderate
2020-04-05,Mombasa,-4.0435,39.6682,13.3,25.1,17.9,9.3,57.8,53.0,Moderate
2020-04-06,Mombasa,-4.0435,39.6682,17.0,39.4,14.3,6.1,113.1,61.0,Moderate
2020-04-07,Mombasa,-4.0435,39.6682,17.1,27.5,18.4,6.5,73.5,62.0,Moderate
2020-04-08,Mombasa,-4.0435,39.6682,15.7,37.2,21.9,7.3,64.1,59.0,Moderate
2020-04-09,Mombasa,-4.0435,39.6682,14.9,25.6,11.5,9.9,102.5,57.0,Moderate
2020-04-10,Mombasa,-4.0435,39.6682,22.4,27.4,10.3,11.0,70.6,73.0,Moderate
2020-04-11,Mombasa,-4.0435,39.6682,8.1,39.0,10.9,10.7,73.9,36.0,Good
2020-04-12,Mombasa,-4.0435,39.6682,9.8,21.8,5.0,4.2,90.3,41.0,Good
2020-04-13,Mombasa,-4.0435,39.6682,14.3,28.5,18.9,12.0,96.6,56.0,Moderate
2020-04-14,Mombasa,-4.0435,39.6682,21.1,21.1,7.5,2.5,82.4,70.0,Moderate
2020-04-15,Mombasa,-4.0435,39.6682,21.2,29.0,16.2,13.4,86.9,70.0,Moderate
2020-04-16,Mombasa,-4.0435,39.6682,13.8,13.8,21.3,7.4,88.4,55.0,Moderate
2020-04-17,Mombasa,-4.0435,39.6682,6.5,33.2,14.5,1.9,61.6,31.0,Good
2020-04-18,Mombasa,-4.0435,39.6682,11.4,21.7,8.8,7.4,90.1,48.0,Good
2020-04-19,Mombasa,-4.0435,39.6682,18.5,25.0,18.4,16.2,82.5,65.0,Moderate
2020-04-20,Mombasa,-4.0435,39.6682,9.8,28.3,15.6,3.4,88.7,41.0,Good
2020-04-21,Mombasa,-4.0435,39.6682,13.5,35.9,14.7,7.8,95.0,54.0,Moderate
2020-04-22,Mombasa,-4.0435,39.6682,13.1,18.1,14.8,3.2,66.6,53.0,Moderate
2020-04-23,Mombasa,-4.0435,39.6682,21.5,23.5,16.4,1.0,90.4,71.0,Moderate
2020-04-24,Mombasa,-4.0435,39.6682,11.6,23.1,19.7,8.6,77.9,48.0,Good
2020-04-25,Mombasa,-4.0435,39.6682,16.6,32.7,14.4,8.5,60.0,60.0,Moderate
2020-04-26,Mombasa,-4.0435,39.6682,11.5,21.6,8.1,8.8,93.9,48.0,Good
2020-04-27,Mombasa,-4.0435,39.6682,17.5,32.7,19.1,7.2,73.6,62.0,Moderate
2020-04-28,Mombasa,-4.0435,39.6682,22.1,22.1,16.6,8.7,64.1,72.0,Moderate
2020-04-29,Mombasa,-4.0435,39.6682,22.2,38.7,19.5,8.8,75.9,72.0,Moderate
2020-04-30,Mombasa,-4.0435,39.6682,16.8,41.6,15.9,7.4,63.9,61.0,Moderate
2020-05-01,Mombasa,-4.0435,39.6682,13.5,24.7,16.6,12.3,90.9,54.0,Moderate
2020-05-02,Mombasa,-4.0435,39.6682,12.4,24.3,10.9,10.7,100.9,52.0,Moderate
2020-05-03,Mombasa,-4.0435,39.6682,18.2,28.7,9.8,6.3,86.4,64.0,Moderate
2020-05-04,Mombasa,-4.0435,39.6682,15.1,24.3,12.6,9.8,84.1,57.0,Moderate
2020-05-05,Mombasa,-4.0435,39.6682,7.7,24.2,17.3,5.0,65.6,32.0,Good
2020-05-06,Mombasa,-4.0435,39.6682,22.8,46.4,19.2,7.2,82.0,74.0,Moderate
2020-05-07,Mombasa,-4.0435,39.6682,24.0,24.0,18.9,11.3,86.5,76.0,Moderate
2020-05-08,Mombasa,-4.0435,39.6682,10.7,31.3,23.6,9.3,76.4,44.0,Good
2020-05-09,Mombasa,-4.0435,39.6682,24.3,26.5,11.1,9.9,72.8,77.0,Moderate
2020-05-10,Mombasa,-4.0435,39.6682,6.2,25.1,14.3,12.0,67.6,26.0,Good
2020-05-11,Mombasa,-4.0435,39.6682,21.7,29.5,7.6,4.7,93.3,71.0,Moderate
2020-05-12,Mombasa,-4.0435,39.6682,13.5,23.3,12.6,10.7,74.1,54.0,Moderate
2020-05-13,Mombasa,-4.0435,39.6682,16.0,29.2,6.8,10.5,75.0,59.0,Moderate
2020-05-14,Mombasa,-4.0435,39.6682,24.4,30.2,16.6,8.2,54.9,77.0,Moderate
2020-05-15,Mombasa,-4.0435,39.6682,15.0,26.6,12.1,8.0,69.4,57.0,Moderate
2020-05-16,Mombasa,-4.0435,39.6682,14.9,28.9,18.0,8.6,82.7,57.0,Moderate
2020-05-17,Mombasa,-4.0435,39.6682,22.2,32.9,11.9,6.9,51.6,72.0,Moderate
2020-05-18,Mombasa,-4.0435,39.6682,22.4,25.2,10.6,6.5,90.4,73.0,Moderate
2020-05-19,Mombasa,-4.0435,39.6682,16.8,17.3,7.7,12.1,68.3,61.0,Moderate
2020-05-20,Mombasa,-4.0435,39.6682,14.0,32.2,8.9,5.8,66.3,55.0,Moderate
2020-05-21,Mombasa,-4.0435,39.6682,21.4,29.0,14.8,5.6,117.3,71.0,Moderate
2020-05-22,Mombasa,-4.0435,39.6682,12.3,17.3,12.3,6.3,76.9,51.0,Moderate
2020-05-23,Mombasa,-4.0435,39.6682,20.3,42.2,22.4,1.9,80.9,68.0,Moderate
2020-05-24,Mombasa,-4.0435,39.6682,17.2,27.4,16.5,11.7,78.2,62.0,Moderate
2020-05-25,Mombasa,-4.0435,39.6682,11.7,28.3,5.0,11.2,72.7,49.0,Good
2020-05-26,Mombasa,-4.0435,39.6682,20.5,28.2,14.5,10.0,91.7,69.0,Moderate
2020-05-27,Mombasa,-4.0435,39.6682,12.7,25.5,15.1,9.9,73.3,52.0,Moderate
2020-05-28,Mombasa,-4.0435,39.6682,11.9,46.8,11.8,7.5,92.4,50.0,Good
2020-05-29,Mombasa,-4.0435,39.6682,16.2,17.5,22.1,10.2,103.4,60.0,Moderate
2020-05-30,Mombasa,-4.0435,39.6682,9.3,23.6,21.1,2.8,65.4,39.0,Good
2020-05-31,Mombasa,-4.0435,39.6682,26.2,29.3,15.0,5.6,100.2,81.0,Moderate
2020-06-01,Mombasa,-4.0435,39.6682,30.2,46.5,22.9,3.6,84.8,89.0,Moderate
2020-06-02,Mombasa,-4.0435,39.6682,22.5,64.0,15.9,3.4,75.7,73.0,Moderate
2020-06-03,Mombasa,-4.0435,39.6682,20.5,50.4,17.9,5.4,75.7,69.0,Moderate
2020-06-04,Mombasa,-4.0435,39.6682,21.6,47.4,11.1,7.5,85.1,71.0,Moderate
2020-06-05,Mombasa,-4.0435,39.6682,26.5,42.7,16.8,1.8,76.8,81.0,Moderate
2020-06-06,Mombasa,-4.0435,39.6682,22.4,42.1,18.8,11.7,92.3,73.0,Moderate
2020-06-07,Mombasa,-4.0435,39.6682,30.9,39.1,5.0,9.0,69.0,90.0,Moderate
2020-06-08,Mombasa,-4.0435,39.6682,21.8,38.7,8.1,9.8,92.2,71.0,Moderate
2020-06-09,Mombasa,-4.0435,39.6682,18.3,53.9,13.3,10.2,63.3,64.0,Moderate
2020-06-10,Mombasa,-4.0435,39.6682,34.5,38.3,13.0,7.1,75.7,98.0,Moderate
2020-06-11,Mombasa,-4.0435,39.6682,28.5,29.7,12.1,10.3,72.2,86.0,Moderate
2020-06-12,Mombasa,-4.0435,39.6682,17.7,38.4,21.1,8.1,79.3,63.0,Moderate
2020-06-13,Mombasa,-4.0435,39.6682,20.0,52.7,17.2,7.0,92.9,68.0,Moderate
2020-06-14,Mombasa,-4.0435,39.6682,20.4,51.6,12.5,7.6,61.5,68.0,Moderate
2020-06-15,Mombasa,-4.0435,39.6682,24.5,35.6,11.7,4.8,96.9,77.0,Moderate
2020-06-16,Mombasa,-4.0435,39.6682,25.8,47.1,14.8,8.4,73.5,80.0,Moderate
2020-06-17,Mombasa,-4.0435,39.6682,33.6,35.0,15.9,9.2,71.0,96.0,Moderate
2020-06-18,Mombasa,-4.0435,39.6682,29.6,42.7,6.0,7.9,73.4,88.0,Moderate
2020-06-19,Mombasa,-4.0435,39.6682,22.5,56.6,8.7,10.1,109.1,73.0,Moderate
2020-06-20,Mombasa,-4.0435,39.6682,38.7,62.1,13.0,8.4,69.3,109.0,Unhealthy for Sensitive Groups
2020-06-21,Mombasa,-4.0435,39.6682,32.0,59.2,10.9,11.9,94.2,93.0,Moderate
2020-06-22,Mombasa,-4.0435,39.6682,32.0,45.1,8.8,7.8,100.3,93.0,Moderate
2020-06-23,Mombasa,-4.0435,39.6682,28.6,45.6,19.0,5.0,84.8,86.0,Moderate
2020-06-24,Mombasa,-4.0435,39.6682,26.5,38.0,15.8,5.7,56.7,81.0,Moderate
2020-06-25,Mombasa,-4.0435,39.6682,31.3,38.8,14.5,11.9,53.8,91.0,Moderate
2020-06-26,Mombasa,-4.0435,39.6682,33.9,37.2,12.3,10.5,75.6,97.0,Moderate
2020-06-27,Mombasa,-4.0435,39.6682,24.1,56.4,17.5,9.3,79.0,76.0,Moderate
2020-06-28,Mombasa,-4.0435,39.6682,26.5,33.2,14.8,12.0,59.4,81.0,Moderate
2020-06-29,Mombasa,-4.0435,39.6682,29.6,46.2,10.2,1.7,94.2,88.0,Moderate
2020-06-30,Mombasa,-4.0435,39.6682,30.9,32.3,13.3,10.1,102.7,91.0,Moderate
2020-07-01,Mombasa,-4.0435,39.6682,32.8,43.9,16.8,8.3,82.8,95.0,Moderate
2020-07-02,Mombasa,-4.0435,39.6682,32.3,48.1,26.0,13.9,71.5,93.0,Moderate
2020-07-03,Mombasa,-4.0435,39.6682,22.2,37.9,17.0,4.0,71.6,72.0,Moderate
2020-07-04,Mombasa,-4.0435,39.6682,22.8,65.4,12.2,2.3,79.2,74.0,Moderate
2020-07-05,Mombasa,-4.0435,39.6682,21.7,50.0,14.3,8.6,55.6,71.0,Moderate
2020-07-06,Mombasa,-4.0435,39.6682,24.7,55.0,12.7,8.2,85.3,500.0,Hazardous
2020-07-07,Mombasa,-4.0435,39.6682,22.8,36.1,27.7,9.9,78.1,74.0,Moderate
2020-07-08,Mombasa,-4.0435,39.6682,32.7,47.4,18.7,9.8,94.9,94.0,Moderate
2020-07-09,Mombasa,-4.0435,39.6682,20.5,44.4,19.7,8.0,66.3,69.0,Moderate
2020-07-10,Mombasa,-4.0435,39.6682,24.8,45.8,7.3,12.8,61.8,78.0,Moderate
2020-07-11,Mombasa,-4.0435,39.6682,31.9,58.2,10.9,10.4,90.5,93.0,Moderate
2020-07-12,Mombasa,-4.0435,39.6682,25.7,57.0,18.2,9.3,105.2,79.0,Moderate
2020-07-13,Mombasa,-4.0435,39.6682,29.9,45.8,9.5,8.0,57.6,88.0,Moderate
2020-07-14,Mombasa,-4.0435,39.6682,32.4,44.4,13.1,10.9,78.2,94.0,Moderate
2020-07-15,Mombasa,-4.0435,39.6682,34.1,40.4,13.1,10.1,116.6,97.0,Moderate
2020-07-16,Mombasa,-4.0435,39.6682,27.1,36.7,5.0,10.8,69.7,83.0,Moderate
2020-07-17,Mombasa,-4.0435,39.6682,27.3,34.4,24.6,3.3,48.4,83.0,Moderate
2020-07-18,Mombasa,-4.0435,39.6682,29.9,31.7,19.0,8.4,48.0,88.0,Moderate
2020-07-19,Mombasa,-4.0435,39.6682,32.5,43.0,12.4,8.7,79.6,94.0,Moderate
2020-07-20,Mombasa,-4.0435,39.6682,23.6,36.5,13.1,4.7,72.1,75.0,Moderate
2020-07-21,Mombasa,-4.0435,39.6682,29.3,36.0,13.4,7.9,76.1,87.0,Moderate
2020-07-22,Mombasa,-4.0435,39.6682,22.9,47.8,19.1,14.9,91.1,74.0,Moderate
2020-07-23,Mombasa,-4.0435,39.6682,18.6,50.7,10.2,8.4,77.0,65.0,Moderate
2020-07-24,Mombasa,-4.0435,39.6682,23.9,52.6,11.5,13.1,70.8,76.0,Moderate
2020-07-25,Mombasa,-4.0435,39.6682,31.2,48.8,20.4,7.6,92.1,91.0,Moderate
2020-07-26,Mombasa,-4.0435,39.6682,29.0,39.2,10.5,9.6,86.1,87.0,Moderate
2020-07-27,Mombasa,-4.0435,39.6682,22.9,50.1,11.4,9.8,70.0,74.0,Moderate
2020-07-28,Mombasa,-4.0435,39.6682,22.2,44.8,14.0,6.3,89.1,72.0,Moderate
2020-07-29,Mombasa,-4.0435,39.6682,29.9,38.2,11.8,12.6,73.8,88.0,Moderate
2020-07-30,Mombasa,-4.0435,39.6682,31.2,39.7,11.2,5.9,72.0,91.0,Moderate
2020-07-31,Mombasa,-4.0435,39.6682,29.7,39.6,14.2,4.7,76.0,88.0,Moderate
2020-08-01,Mombasa,-4.0435,39.6682,20.5,41.9,10.6,8.6,75.6,69.0,Moderate
2020-08-02,Mombasa,-4.0435,39.6682,27.2,58.2,13.3,7.4,85.0,83.0,Moderate
2020-08-03,Mombasa,-4.0435,39.6682,32.4,44.3,5.0,4.4,46.3,94.0,Moderate
2020-08-04,Mombasa,-4.0435,39.6682,28.8,37.5,10.6,4.5,85.1,86.0,Moderate
2020-08-05,Mombasa,-4.0435,39.6682,26.0,35.4,14.0,4.7,89.2,80.0,Moderate
2020-08-06,Mombasa,-4.0435,39.6682,27.7,50.1,14.4,7.3,91.2,84.0,Moderate
2020-08-07,Mombasa,-4.0435,39.6682,24.0,47.4,16.1,8.1,69.0,76.0,Moderate
2020-08-08,Mombasa,-4.0435,39.6682,12.4,62.5,16.7,7.2,77.5,55.0,Moderate
2020-08-09,Mombasa,-4.0435,39.6682,20.9,33.9,17.8,10.9,66.6,69.0,Moderate
2020-08-10,Mombasa,-4.0435,39.6682,29.1,52.8,15.6,2.7,66.4,87.0,Moderate
2020-08-11,Mombasa,-4.0435,39.6682,24.1,39.7,19.2,12.2,94.1,76.0,Moderate
2020-08-12,Mombasa,-4.0435,39.6682,33.3,39.3,19.1,10.1,77.7,96.0,Moderate
2020-08-13,Mombasa,-4.0435,39.6682,32.7,35.8,7.4,2.3,73.7,94.0,Moderate
2020-08-14,Mombasa,-4.0435,39.6682,29.1,39.6,11.4,6.8,57.4,87.0,Moderate
2020-08-15,Mombasa,-4.0435,39.6682,25.0,64.2,8.9,9.5,88.2,78.0,Moderate
2020-08-16,Mombasa,-4.0435,39.6682,24.8,47.9,16.8,6.8,79.9,78.0,Moderate
2020-08-17,Mombasa,-4.0435,39.6682,31.3,50.4,10.6,9.0,68.3,91.0,Moderate
2020-08-18,Mombasa,-4.0435,39.6682,23.4,63.4,22.7,11.2,67.3,75.0,Moderate
2020-08-19,Mombasa,-4.0435,39.6682,26.7,42.0,20.8,7.8,80.0,82.0,Moderate
2020-08-20,Mombasa,-4.0435,39.6682,34.4,43.1,5.4,9.2,90.6,98.0,Moderate
2020-08-21,Mombasa,-4.0435,39.6682,29.9,48.6,21.3,10.3,88.3,88.0,Moderate
2020-08-22,Mombasa,-4.0435,39.6682,23.9,25.2,13.7,15.0,76.6,76.0,Moderate
2020-08-23,Mombasa,-4.0435,39.6682,27.8,40.0,19.3,7.8,90.9,84.0,Moderate
2020-08-24,Mombasa,-4.0435,39.6682,28.9,43.5,17.9,10.6,49.6,86.0,Moderate
2020-08-25,Mombasa,-4.0435,39.6682,25.6,54.5,14.4,16.4,68.2,500.0,Hazardous
2020-08-26,Mombasa,-4.0435,39.6682,29.2,45.1,6.7,9.9,86.1,87.0,Moderate
2020-08-27,Mombasa,-4.0435,39.6682,25.2,55.1,7.7,6.3,72.7,79.0,Moderate
2020-08-28,Mombasa,-4.0435,39.6682,25.6,54.1,16.3,12.5,58.6,500.0,Hazardous
2020-08-29,Mombasa,-4.0435,39.6682,20.5,31.0,20.0,1.3,60.2,69.0,Moderate
2020-08-30,Mombasa,-4.0435,39.6682,25.3,25.5,15.8,11.6,72.8,79.0,Moderate
2020-08-31,Mombasa,-4.0435,39.6682,28.5,59.8,17.0,11.5,72.9,85.0,Moderate
2020-09-01,Mombasa,-4.0435,39.6682,13.9,31.2,17.2,10.0,95.3,55.0,Moderate
2020-09-02,Mombasa,-4.0435,39.6682,21.4,40.9,24.1,7.3,82.8,71.0,Moderate
2020-09-03,Mombasa,-4.0435,39.6682,17.5,36.2,15.3,5.5,86.1,62.0,Moderate
2020-09-04,Mombasa,-4.0435,39.6682,27.2,27.2,15.1,9.7,66.7,83.0,Moderate
2020-09-05,Mombasa,-4.0435,39.6682,22.5,22.5,17.1,6.2,88.3,73.0,Moderate
2020-09-06,Mombasa,-4.0435,39.6682,15.2,23.7,20.3,11.0,74.6,57.0,Moderate
2020-09-07,Mombasa,-4.0435,39.6682,25.1,29.0,20.4,5.9,71.2,78.0,Moderate
2020-09-08,Mombasa,-4.0435,39.6682,12.5,31.2,11.9,8.1,60.8,52.0,Moderate
2020-09-09,Mombasa,-4.0435,39.6682,16.1,33.1,8.1,13.8,72.2,59.0,Moderate
2020-09-10,Mombasa,-4.0435,39.6682,18.6,18.6,16.2,7.6,97.4,65.0,Moderate
2020-09-11,Mombasa,-4.0435,39.6682,17.7,26.1,21.1,8.5,86.9,63.0,Moderate
2020-09-12,Mombasa,-4.0435,39.6682,15.4,29.9,15.5,10.0,57.0,58.0,Moderate
2020-09-13,Mombasa,-4.0435,39.6682,18.2,22.7,16.9,1.3,69.3,64.0,Moderate
2020-09-14,Mombasa,-4.0435,39.6682,15.6,25.3,6.3,8.2,73.5,58.0,Moderate
2020-09-15,Mombasa,-4.0435,39.6682,11.9,33.3,5.0,5.7,98.3,50.0,Good
2020-09-16,Mombasa,-4.0435,39.6682,11.1,21.7,19.3,8.0,84.2,46.0,Good
2020-09-17,Mombasa,-4.0435,39.6682,17.4,37.4,15.6,9.2,95.9,62.0,Moderate
2020-09-18,Mombasa,-4.0435,39.6682,22.9,31.0,9.4,12.7,69.9,74.0,Moderate
2020-09-19,Mombasa,-4.0435,39.6682,22.1,22.1,25.6,9.5,99.1,72.0,Moderate
2020-09-20,Mombasa,-4.0435,39.6682,14.1,28.8,20.1,13.0,74.6,55.0,Moderate
2020-09-21,Mombasa,-4.0435,39.6682,17.3,20.5,19.7,8.6,82.1,62.0,Moderate
2020-09-22,Mombasa,-4.0435,39.6682,6.7,33.5,11.6,4.5,78.8,31.0,Good
2020-09-23,Mombasa,-4.0435,39.6682,18.6,23.2,14.8,5.4,84.3,65.0,Moderate
2020-09-24,Mombasa,-4.0435,39.6682,15.2,23.0,12.5,13.8,71.7,58.0,Moderate
2020-09-25,Mombasa,-4.0435,39.6682,21.2,38.9,18.6,8.8,67.0,70.0,Moderate
2020-09-26,Mombasa,-4.0435,39.6682,13.7,32.0,5.9,10.2,96.4,54.0,Moderate
2020-09-27,Mombasa,-4.0435,39.6682,21.1,29.4,11.5,9.9,66.4,70.0,Moderate
2020-09-28,Mombasa,-4.0435,39.6682,20.4,29.5,11.9,12.0,89.7,69.0,Moderate
2020-09-29,Mombasa,-4.0435,39.6682,18.8,31.4,14.8,8.2,83.2,65.0,Moderate
2020-09-30,Mombasa,-4.0435,39.6682,9.4,24.9,14.4,6.4,89.5,39.0,Good
2020-10-01,Mombasa,-4.0435,39.6682,23.6,25.8,16.6,8.2,84.7,75.0,Moderate
2020-10-02,Mombasa,-4.0435,39.6682,17.6,33.2,18.9,12.3,86.5,63.0,Moderate
2020-10-03,Mombasa,-4.0435,39.6682,9.6,43.7,27.8,12.7,79.8,40.0,Good
2020-10-04,Mombasa,-4.0435,39.6682,17.7,32.0,22.1,11.1,78.9,63.0,Moderate
2020-10-05,Mombasa,-4.0435,39.6682,20.8,31.6,16.3,9.6,86.1,69.0,Moderate
2020-10-06,Mombasa,-4.0435,39.6682,14.3,23.1,14.5,10.9,90.8,56.0,Moderate
2020-10-07,Mombasa,-4.0435,39.6682,21.6,26.1,12.5,9.0,89.8,71.0,Moderate
2020-10-08,Mombasa,-4.0435,39.6682,15.2,25.1,16.6,3.7,57.0,58.0,Moderate
2020-10-09,Mombasa,-4.0435,39.6682,15.7,33.8,8.7,8.1,66.4,59.0,Moderate
2020-10-10,Mombasa,-4.0435,39.6682,11.1,25.4,20.6,10.7,49.4,46.0,Good
2020-10-11,Mombasa,-4.0435,39.6682,5.2,34.6,25.3,6.7,74.3,32.0,Good
2020-10-12,Mombasa,-4.0435,39.6682,20.0,30.5,19.4,8.3,90.4,68.0,Moderate
2020-10-13,Mombasa,-4.0435,39.6682,15.3,29.3,9.5,12.2,92.9,58.0,Moderate
2020-10-14,Mombasa,-4.0435,39.6682,13.2,26.2,14.7,7.0,59.6,53.0,Moderate
2020-10-15,Mombasa,-4.0435,39.6682,17.0,17.0,19.9,11.8,79.8,61.0,Moderate
2020-10-16,Mombasa,-4.0435,39.6682,15.5,16.2,13.3,3.5,88.9,58.0,Moderate
2020-10-17,Mombasa,-4.0435,39.6682,12.4,26.3,10.0,9.1,80.8,52.0,Moderate
2020-10-18,Mombasa,-4.0435,39.6682,6.8,8.6,13.4,8.9,78.4,28.0,Good
2020-10-19,Mombasa,-4.0435,39.6682,17.9,40.9,13.5,11.9,71.8,63.0,Moderate
2020-10-20,Mombasa,-4.0435,39.6682,14.1,24.9,10.0,10.6,94.5,55.0,Moderate
2020-10-21,Mombasa,-4.0435,39.6682,5.6,20.5,21.3,6.7,82.7,23.0,Good
2020-10-22,Mombasa,-4.0435,39.6682,13.8,19.4,14.7,2.8,72.5,55.0,Moderate
2020-10-23,Mombasa,-4.0435,39.6682,20.7,27.1,11.9,5.3,86.1,69.0,Moderate
2020-10-24,Mombasa,-4.0435,39.6682,21.8,33.4,14.9,7.8,75.5,71.0,Moderate
2020-10-25,Mombasa,-4.0435,39.6682,7.0,22.7,10.9,6.0,89.3,29.0,Good
2020-10-26,Mombasa,-4.0435,39.6682,16.7,20.9,19.7,13.4,89.6,61.0,Moderate
2020-10-27,Mombasa,-4.0435,39.6682,29.0,29.0,23.4,10.2,105.1,87.0,Moderate
2020-10-28,Mombasa,-4.0435,39.6682,13.6,25.1,18.2,5.2,57.8,54.0,Moderate
2020-10-29,Mombasa,-4.0435,39.6682,6.3,27.2,21.9,9.5,65.3,26.0,Good
2020-10-30,Mombasa,-4.0435,39.6682,13.4,26.8,6.0,8.8,77.9,54.0,Moderate
2020-10-31,Mombasa,-4.0435,39.6682,17.8,25.1,12.6,2.7,94.0,63.0,Moderate
2020-11-01,Mombasa,-4.0435,39.6682,16.3,33.0,9.2,10.6,88.3,60.0,Moderate
2020-11-02,Mombasa,-4.0435,39.6682,13.2,38.4,9.7,10.9,86.9,53.0,Moderate
2020-11-03,Mombasa,-4.0435,39.6682,15.6,33.6,19.6,9.4,95.6,58.0,Moderate
2020-11-04,Mombasa,-4.0435,39.6682,6.9,26.3,14.0,5.3,90.3,29.0,Good
2020-11-05,Mombasa,-4.0435,39.6682,15.8,23.9,15.7,12.1,110.3,59.0,Moderate
2020-11-06,Mombasa,-4.0435,39.6682,22.7,22.7,10.9,7.7,85.9,73.0,Moderate
2020-11-07,Mombasa,-4.0435,39.6682,20.0,29.6,15.5,10.0,71.3,68.0,Moderate
2020-11-08,Mombasa,-4.0435,39.6682,19.4,27.2,19.0,2.6,75.6,66.0,Moderate
2020-11-09,Mombasa,-4.0435,39.6682,16.5,39.0,20.1,6.5,94.5,60.0,Moderate
2020-11-10,Mombasa,-4.0435,39.6682,20.1,32.5,12.2,10.0,94.2,68.0,Moderate
2020-11-11,Mombasa,-4.0435,39.6682,18.9,22.8,18.2,11.6,86.0,65.0,Moderate
2020-11-12,Mombasa,-4.0435,39.6682,20.2,42.3,19.5,5.8,82.1,68.0,Moderate
2020-11-13,Mombasa,-4.0435,39.6682,14.3,29.4,23.5,6.7,61.0,56.0,Moderate
2020-11-14,Mombasa,-4.0435,39.6682,15.4,20.9,14.3,7.6,89.3,58.0,Moderate
2020-11-15,Mombasa,-4.0435,39.6682,11.3,36.2,9.2,4.6,76.3,47.0,Good
2020-11-16,Mombasa,-4.0435,39.6682,20.1,20.1,16.3,7.9,71.1,68.0,Moderate
2020-11-17,Mombasa,-4.0435,39.6682,13.0,25.4,21.3,13.8,72.3,53.0,Moderate
2020-11-18,Mombasa,-4.0435,39.6682,15.1,26.7,17.3,13.0,73.4,57.0,Moderate
2020-11-19,Mombasa,-4.0435,39.6682,18.1,27.6,8.0,11.0,90.0,64.0,Moderate
2020-11-20,Mombasa,-4.0435,39.6682,21.8,21.8,17.1,10.6,86.8,71.0,Moderate
2020-11-21,Mombasa,-4.0435,39.6682,19.1,39.1,9.4,10.8,79.6,66.0,Moderate
2020-11-22,Mombasa,-4.0435,39.6682,8.4,9.9,12.0,11.2,81.6,35.0,Good
2020-11-23,Mombasa,-4.0435,39.6682,15.4,32.6,15.8,5.8,95.0,58.0,Moderate
2020-11-24,Mombasa,-4.0435,39.6682,7.3,38.6,6.9,6.9,60.5,36.0,Good
2020-11-25,Mombasa,-4.0435,39.6682,12.5,19.6,19.2,7.4,84.0,52.0,Moderate
2020-11-26,Mombasa,-4.0435,39.6682,9.7,23.3,19.7,9.0,63.3,40.0,Good
2020-11-27,Mombasa,-4.0435,39.6682,14.1,29.6,24.5,11.4,112.6,55.0,Moderate
2020-11-28,Mombasa,-4.0435,39.6682,18.6,25.6,18.8,13.9,65.3,65.0,Moderate
2020-11-29,Mombasa,-4.0435,39.6682,7.3,11.5,23.5,10.7,84.5,30.0,Good
2020-11-30,Mombasa,-4.0435,39.6682,13.1,33.5,16.9,7.7,66.7,53.0,Moderate
2020-12-01,Mombasa,-4.0435,39.6682,23.1,52.4,14.3,12.4,94.8,74.0,Moderate
2020-12-02,Mombasa,-4.0435,39.6682,22.8,41.9,20.0,11.5,83.5,73.0,Moderate
2020-12-03,Mombasa,-4.0435,39.6682,21.0,43.6,10.5,12.5,82.2,70.0,Moderate
2020-12-04,Mombasa,-4.0435,39.6682,24.8,40.4,5.0,6.7,80.2,78.0,Moderate
2020-12-05,Mombasa,-4.0435,39.6682,21.6,51.8,9.1,8.5,88.4,71.0,Moderate
2020-12-06,Mombasa,-4.0435,39.6682,24.9,37.1,14.3,4.8,78.2,78.0,Moderate
2020-12-07,Mombasa,-4.0435,39.6682,27.4,44.9,11.1,6.3,103.1,83.0,Moderate
2020-12-08,Mombasa,-4.0435,39.6682,33.7,43.2,11.9,7.6,61.4,96.0,Moderate
2020-12-09,Mombasa,-4.0435,39.6682,22.5,52.2,20.4,11.4,58.4,73.0,Moderate
2020-12-10,Mombasa,-4.0435,39.6682,27.6,48.0,12.1,11.5,112.7,84.0,Moderate
