date,region,latitude,longitude,elevation,temperature_c,rainfall_mm,humidity_percent,wind_speed_kmh,pressure_hpa
2022-12-20,Nakuru,-0.3031,36.08,1850,17.4,4.24,45.9,2.2,1005.7
2022-12-21,Nakuru,-0.3031,36.08,1850,18.5,9.32,44.9,4.7,1020.0
2022-12-22,Nakuru,-0.3031,36.08,1850,14.0,5.87,53.5,6.7,1004.5
2022-12-23,Nakuru,-0.3031,36.08,1850,17.9,4.31,45.4,6.1,1039.5
2022-12-24,Nakuru,-0.3031,36.08,1850,15.2,5.3,36.4,5.7,1010.4
2022-12-25,Nakuru,-0.3031,36.08,1850,15.3,5.82,49.0,5.4,1021.9
2022-12-26,Nakuru,-0.3031,36.08,1850,17.7,6.75,48.1,3.5,998.9
2022-12-27,Nakuru,-0.3031,36.08,1850,16.8,4.77,47.3,5.4,1016.0
2022-12-28,Nakuru,-0.3031,36.08,1850,20.0,8.96,40.0,4.3,1011.5
2022-12-29,Nakuru,-0.3031,36.08,1850,16.6,6.29,42.1,3.9,1015.2
2022-12-30,Nakuru,-0.3031,36.08,1850,18.1,5.05,55.6,7.9,1016.9
2022-12-31,Nakuru,-0.3031,36.08,1850,18.4,4.17,56.2,4.5,1017.7
2023-01-01,Nakuru,-0.3031,36.08,1850,17.8,0.17,52.0,5.5,1020.5
2023-01-02,Nakuru,-0.3031,36.08,1850,18.1,0.45,51.9,9.2,1004.0
2023-01-03,Nakuru,-0.3031,36.08,1850,15.4,0.12,51.5,4.2,994.6
2023-01-04,Nakuru,-0.3031,36.08,1850,16.5,0.92,53.7,3.5,1011.0
2023-01-05,Nakuru,-0.3031,36.08,1850,16.6,0.04,47.2,4.8,1040.7
2023-01-06,Nakuru,-0.3031,36.08,1850,15.1,0.54,55.0,6.4,1004.9
2023-01-07,Nakuru,-0.3031,36.08,1850,18.8,1.29,44.7,2.6,1012.5
2023-01-08,Nakuru,-0.3031,36.08,1850,16.4,0.79,56.9,3.1,1002.6
2023-01-09,Nakuru,-0.3031,36.08,1850,15.1,1.21,55.2,5.0,1012.5
2023-01-10,Nakuru,-0.3031,36.08,1850,19.1,1.18,50.0,2.0,1018.7
2023-01-11,Nakuru,-0.3031,36.08,1850,19.6,0.23,54.3,7.1,990.5
2023-01-12,Nakuru,-0.3031,36.08,1850,17.6,0.14,58.8,5.6,1028.9
2023-01-13,Nakuru,-0.3031,36.08,1850,15.6,0.58,56.3,4.4,1009.7
2023-01-14,Nakuru,-0.3031,36.08,1850,19.0,0.24,51.0,7.8,1020.3
2023-01-15,Nakuru,-0.3031,36.08,1850,17.8,0.55,56.0,4.3,1008.3
2023-01-16,Nakuru,-0.3031,36.08,1850,15.4,1.45,55.5,7.9,1011.4
2023-01-17,Nakuru,-0.3031,36.08,1850,18.9,1.29,58.0,5.5,1017.1
2023-01-18,Nakuru,-0.3031,36.08,1850,21.1,1.49,49.4,6.1,1020.6
2023-01-19,Nakuru,-0.3031,36.08,1850,15.2,0.27,51.7,7.0,1003.0
2023-01-20,Nakuru,-0.3031,36.08,1850,20.6,0.06,57.5,3.2,1007.5
2023-01-21,Nakuru,-0.3031,36.08,1850,13.5,0.36,68.5,8.3,1003.8
2023-01-22,Nakuru,-0.3031,36.08,1850,14.8,0.48,57.0,5.5,1013.6
2023-01-23,Nakuru,-0.3031,36.08,1850,16.4,0.17,54.0,4.6,1003.9
2023-01-24,Nakuru,-0.3031,36.08,1850,18.8,0.23,56.4,3.6,1004.7
2023-01-25,Nakuru,-0.3031,36.08,1850,17.9,0.57,60.9,4.5,1025.1
2023-01-26,Nakuru,-0.3031,36.08,1850,15.5,0.94,58.0,6.6,1003.5
2023-01-27,Nakuru,-0.3031,36.08,1850,17.7,0.2,54.2,9.0,1023.3
2023-01-28,Nakuru,-0.3031,36.08,1850,16.5,0.46,51.6,9.1,1005.5
2023-01-29,Nakuru,-0.3031,36.08,1850,19.2,0.9,61.3,9.8,1014.5
2023-01-30,Nakuru,-0.3031,36.08,1850,18.5,0.24,52.9,6.4,1017.5
2023-01-31,Nakuru,-0.3031,36.08,1850,19.2,0.06,67.3,10.5,1034.4
2023-02-01,Nakuru,-0.3031,36.08,1850,16.2,1.18,66.3,5.7,1014.1
2023-02-02,Nakuru,-0.3031,36.08,1850,19.3,0.69,62.1,9.3,995.5
2023-02-03,Nakuru,-0.3031,36.08,1850,19.0,0.42,55.2,5.8,1000.7
2023-02-04,Nakuru,-0.3031,36.08,1850,19.6,0.72,58.8,5.2,1026.3
2023-02-05,Nakuru,-0.3031,36.08,1850,19.5,0.46,68.8,6.0,1011.0
2023-02-06,Nakuru,-0.3031,36.08,1850,18.1,0.51,60.4,11.6,1006.6
2023-02-07,Nakuru,-0.3031,36.08,1850,19.5,0.99,66.8,1.5,1022.0
2023-02-08,Nakuru,-0.3031,36.08,1850,20.1,0.48,63.6,3.6,1023.6
2023-02-09,Nakuru,-0.3031,36.08,1850,22.0,0.84,69.1,4.2,1016.2
2023-02-10,Nakuru,-0.3031,36.08,1850,15.2,0.05,66.4,6.8,1012.1
2023-02-11,Nakuru,-0.3031,36.08,1850,18.0,1.07,64.3,7.2,1024.1
2023-02-12,Nakuru,-0.3031,36.08,1850,18.0,0.46,58.7,7.3,1023.9
2023-02-13,Nakuru,-0.3031,36.08,1850,21.2,1.26,69.5,8.2,1019.1
2023-02-14,Nakuru,-0.3031,36.08,1850,20.2,2.11,58.4,9.1,1018.6
2023-02-15,Nakuru,-0.3031,36.08,1850,19.4,0.14,61.7,7.3,1005.4
2023-02-16,Nakuru,-0.3031,36.08,1850,19.5,1.61,72.5,5.8,1016.5
2023-02-17,Nakuru,-0.3031,36.08,1850,17.8,3.93,66.9,7.1,992.1
2023-02-18,Nakuru,-0.3031,36.08,1850,17.1,0.41,64.5,8.0,1008.8
2023-02-19,Nakuru,-0.3031,36.08,1850,19.0,0.68,62.4,8.0,1025.1
2023-02-20,Nakuru,-0.3031,36.08,1850,19.1,0.55,67.5,5.9,1001.3
2023-02-21,Nakuru,-0.3031,36.08,1850,21.0,0.28,73.8,6.7,1005.2
2023-02-22,Nakuru,-0.3031,36.08,1850,19.4,0.23,63.1,9.8,994.0
2023-02-23,Nakuru,-0.3031,36.08,1850,22.8,0.41,74.1,10.1,1012.5
2023-02-24,Nakuru,-0.3031,36.08,1850,23.9,2.67,56.0,8.6,1004.9
2023-02-25,Nakuru,-0.3031,36.08,1850,21.9,0.31,65.9,5.5,1006.4
2023-02-26,Nakuru,-0.3031,36.08,1850,20.2,0.05,69.9,8.2,1000.7
2023-02-27,Nakuru,-0.3031,36.08,1850,21.9,0.56,66.2,9.5,1008.3
2023-02-28,Nakuru,-0.3031,36.08,1850,19.6,0.32,63.2,7.2,1020.5
2023-03-01,Nakuru,-0.3031,36.08,1850,22.9,4.04,71.3,8.6,1038.5
2023-03-02,Nakuru,-0.3031,36.08,1850,18.2,4.11,68.2,8.0,1011.2
2023-03-03,Nakuru,-0.3031,36.08,1850,17.9,4.99,57.8,5.6,1021.8
2023-03-04,Nakuru,-0.3031,36.08,1850,19.4,6.6,64.5,8.2,1018.1
2023-03-05,Nakuru,-0.3031,36.08,1850,17.0,6.04,60.4,6.9,1017.5
2023-03-06,Nakuru,-0.3031,36.08,1850,18.0,4.18,71.7,6.0,1036.0
2023-03-07,Nakuru,-0.3031,36.08,1850,15.5,6.83,74.3,9.1,1018.6
2023-03-08,Nakuru,-0.3031,36.08,1850,22.7,4.34,68.8,7.9,1010.7
2023-03-09,Nakuru,-0.3031,36.08,1850,20.2,6.55,63.7,6.7,1011.9
2023-03-10,Nakuru,-0.3031,36.08,1850,20.6,8.75,69.4,13.5,1018.2
2023-03-11,Nakuru,-0.3031,36.08,1850,21.7,7.64,69.9,9.1,1023.8
2023-03-12,Nakuru,-0.3031,36.08,1850,21.5,4.43,69.8,6.1,1041.3
2023-03-13,Nakuru,-0.3031,36.08,1850,20.4,4.39,69.6,8.8,1007.7
2023-03-14,Nakuru,-0.3031,36.08,1850,18.9,7.68,72.5,2.5,995.0
2023-03-15,Nakuru,-0.3031,36.08,1850,20.3,4.29,70.8,6.0,1000.7
2023-03-16,Nakuru,-0.3031,36.08,1850,23.4,4.64,67.0,6.0,1019.6
2023-03-17,Nakuru,-0.3031,36.08,1850,23.1,7.67,65.4,5.4,999.4
2023-03-18,Nakuru,-0.3031,36.08,1850,21.4,4.9,76.2,9.1,1017.0
2023-03-19,Nakuru,-0.3031,36.08,1850,22.3,8.94,63.6,7.2,1017.8
2023-03-20,Nakuru,-0.3031,36.08,1850,20.8,6.65,70.6,9.9,1019.0
2023-03-21,Nakuru,-0.3031,36.08,1850,21.0,4.26,71.0,9.5,1017.9
2023-03-22,Nakuru,-0.3031,36.08,1850,19.5,7.08,66.7,5.8,996.2
2023-03-23,Nakuru,-0.3031,36.08,1850,18.1,9.59,67.0,6.7,1020.5
2023-03-24,Nakuru,-0.3031,36.08,1850,20.1,5.07,65.7,8.2,1014.3
2023-03-25,Nakuru,-0.3031,36.08,1850,21.9,6.01,73.9,10.4,1018.6
2023-03-26,Nakuru,-0.3031,36.08,1850,20.5,7.89,72.0,6.1,1008.4
2023-03-27,Nakuru,-0.3031,36.08,1850,18.8,5.99,64.5,6.8,1019.0
2023-03-28,Nakuru,-0.3031,36.08,1850,20.6,4.7,69.3,6.2,1005.8
2023-03-29,Nakuru,-0.3031,36.08,1850,23.1,4.21,69.4,8.0,1024.4
2023-03-30,Nakuru,-0.3031,36.08,1850,23.0,4.73,72.7,4.7,1014.9
2023-03-31,Nakuru,-0.3031,36.08,1850,18.5,8.92,59.1,11.6,1007.7
2023-04-01,Nakuru,-0.3031,36.08,1850,20.9,5.05,73.2,7.7,1019.2
2023-04-02,Nakuru,-0.3031,36.08,1850,18.9,8.02,74.1,7.8,1015.3
2023-04-03,Nakuru,-0.3031,36.08,1850,20.8,6.0,69.2,9.6,999.5
2023-04-04,Nakuru,-0.3031,36.08,1850,22.4,5.21,68.8,3.6,1012.7
2023-04-05,Nakuru,-0.3031,36.08,1850,21.1,6.98,66.0,6.7,1021.3
2023-04-06,Nakuru,-0.3031,36.08,1850,20.1,4.24,75.1,9.7,1015.4
2023-04-07,Nakuru,-0.3031,36.08,1850,21.9,7.31,73.3,9.8,1011.2
2023-04-08,Nakuru,-0.3031,36.08,1850,22.4,4.13,79.5,9.7,1029.4
2023-04-09,Nakuru,-0.3031,36.08,1850,23.1,5.17,74.8,5.6,1018.3
2023-04-10,Nakuru,-0.3031,36.08,1850,23.5,4.64,75.1,9.2,1010.5
2023-04-11,Nakuru,-0.3031,36.08,1850,23.2,4.32,61.4,5.0,1023.6
2023-04-12,Nakuru,-0.3031,36.08,1850,20.2,6.68,68.8,9.2,1018.1
2023-04-13,Nakuru,-0.3031,36.08,1850,23.7,5.72,72.9,4.5,1012.4
2023-04-14,Nakuru,-0.3031,36.08,1850,21.2,6.3,68.4,7.7,1015.3
2023-04-15,Nakuru,-0.3031,36.08,1850,20.9,5.98,79.7,8.5,1010.9
2023-04-16,Nakuru,-0.3031,36.08,1850,21.6,9.28,66.7,7.5,1034.7
2023-04-17,Nakuru,-0.3031,36.08,1850,24.5,5.31,62.2,9.6,1028.0
2023-04-18,Nakuru,-0.3031,36.08,1850,22.6,7.61,69.6,9.5,1035.8
2023-04-19,Nakuru,-0.3031,36.08,1850,23.2,4.7,72.2,6.2,1016.9
2023-04-20,Nakuru,-0.3031,36.08,1850,22.9,4.79,68.4,7.6,1011.6
2023-04-21,Nakuru,-0.3031,36.08,1850,18.8,5.11,66.2,9.0,1016.3
2023-04-22,Nakuru,-0.3031,36.08,1850,22.1,4.22,66.8,8.6,1011.6
2023-04-23,Nakuru,-0.3031,36.08,1850,18.8,4.11,71.3,8.0,1006.7
2023-04-24,Nakuru,-0.3031,36.08,1850,25.1,4.28,71.1,12.8,1013.0
2023-04-25,Nakuru,-0.3031,36.08,1850,22.1,6.46,60.9,8.1,1014.9
2023-04-26,Nakuru,-0.3031,36.08,1850,21.8,4.48,69.2,9.7,1006.1
2023-04-27,Nakuru,-0.3031,36.08,1850,18.3,6.14,68.8,7.2,1020.3
2023-04-28,Nakuru,-0.3031,36.08,1850,24.7,4.27,76.9,4.6,1005.4
2023-04-29,Nakuru,-0.3031,36.08,1850,20.6,6.04,72.8,8.6,1028.4
2023-04-30,Nakuru,-0.3031,36.08,1850,24.6,6.91,70.4,6.5,999.1
2023-05-01,Nakuru,-0.3031,36.08,1850,20.3,8.94,71.6,6.4,1009.8
2023-05-02,Nakuru,-0.3031,36.08,1850,22.0,4.73,62.7,5.9,1005.7
2023-05-03,Nakuru,-0.3031,36.08,1850,25.1,5.1,77.8,5.5,1011.1
2023-05-04,Nakuru,-0.3031,36.08,1850,23.6,11.08,59.7,9.3,1006.2
2023-05-05,Nakuru,-0.3031,36.08,1850,21.4,4.58,70.6,9.4,1012.8
2023-05-06,Nakuru,-0.3031,36.08,1850,21.8,6.83,65.0,7.3,1038.3
2023-05-07,Nakuru,-0.3031,36.08,1850,26.0,6.29,71.1,8.0,990.9
2023-05-08,Nakuru,-0.3031,36.08,1850,21.0,4.63,64.4,7.9,1019.1
2023-05-09,Nakuru,-0.3031,36.08,1850,23.4,8.61,65.5,10.0,992.8
2023-05-10,Nakuru,-0.3031,36.08,1850,21.3,5.05,68.9,8.7,1022.7
2023-05-11,Nakuru,-0.3031,36.08,1850,21.4,5.82,67.4,3.3,1025.5
2023-05-12,Nakuru,-0.3031,36.08,1850,19.8,5.07,75.9,6.7,1005.8
2023-05-13,Nakuru,-0.3031,36.08,1850,20.2,4.14,65.3,13.0,1009.1
2023-05-14,Nakuru,-0.3031,36.08,1850,20.2,7.19,59.0,6.5,1021.1
2023-05-15,Nakuru,-0.3031,36.08,1850,23.9,11.29,62.3,9.3,1006.4
2023-05-16,Nakuru,-0.3031,36.08,1850,18.4,6.29,63.6,3.7,1010.2
2023-05-17,Nakuru,-0.3031,36.08,1850,19.9,6.08,66.5,6.6,1017.1
2023-05-18,Nakuru,-0.3031,36.08,1850,24.1,6.66,60.9,9.3,1010.1
2023-05-19,Nakuru,-0.3031,36.08,1850,21.6,4.08,67.7,10.5,1013.7
2023-05-20,Nakuru,-0.3031,36.08,1850,21.3,4.67,62.5,7.9,1005.9
2023-05-21,Nakuru,-0.3031,36.08,1850,20.7,6.96,63.3,10.4,998.5
2023-05-22,Nakuru,-0.3031,36.08,1850,21.9,7.26,66.0,9.1,1003.1
2023-05-23,Nakuru,-0.3031,36.08,1850,20.6,10.35,57.8,5.9,1006.4
2023-05-24,Nakuru,-0.3031,36.08,1850,22.4,6.35,62.6,7.5,1008.1
2023-05-25,Nakuru,-0.3031,36.08,1850,22.1,5.98,61.9,11.8,1026.9
2023-05-26,Nakuru,-0.3031,36.08,1850,24.5,4.16,65.8,6.0,1005.6
2023-05-27,Nakuru,-0.3031,36.08,1850,17.9,4.48,60.3,9.1,1015.6
2023-05-28,Nakuru,-0.3031,36.08,1850,20.5,4.67,52.0,6.7,1008.9
2023-05-29,Nakuru,-0.3031,36.08,1850,18.7,7.5,65.6,6.4,1009.6
2023-05-30,Nakuru,-0.3031,36.08,1850,21.9,5.34,69.8,5.8,1003.3
2023-05-31,Nakuru,-0.3031,36.08,1850,21.5,5.79,61.9,10.3,999.3
2023-06-01,Nakuru,-0.3031,36.08,1850,19.5,0.8,57.8,7.3,1004.3
2023-06-02,Nakuru,-0.3031,36.08,1850,21.6,0.13,62.7,6.5,1025.3
2023-06-03,Nakuru,-0.3031,36.08,1850,22.1,0.34,61.3,4.2,1017.0
2023-06-04,Nakuru,-0.3031,36.08,1850,24.5,0.54,50.6,9.4,1018.5
2023-06-05,Nakuru,-0.3031,36.08,1850,22.4,0.04,56.5,4.8,1004.7
2023-06-06,Nakuru,-0.3031,36.08,1850,19.4,0.13,67.0,10.0,1007.9
2023-06-07,Nakuru,-0.3031,36.08,1850,20.9,0.75,59.6,5.4,1033.7
2023-06-08,Nakuru,-0.3031,36.08,1850,22.4,0.04,55.2,6.6,1016.2
2023-06-09,Nakuru,-0.3031,36.08,1850,23.3,0.04,61.7,9.8,1013.7
2023-06-10,Nakuru,-0.3031,36.08,1850,23.0,0.18,59.9,8.5,1007.9
2023-06-11,Nakuru,-0.3031,36.08,1850,21.8,0.3,64.7,5.9,1017.4
2023-06-12,Nakuru,-0.3031,36.08,1850,20.6,0.22,63.9,8.3,1018.2
2023-06-13,Nakuru,-0.3031,36.08,1850,21.6,0.07,61.6,4.7,1023.8
2023-06-14,Nakuru,-0.3031,36.08,1850,19.5,0.18,61.3,5.8,1006.5
2023-06-15,Nakuru,-0.3031,36.08,1850,20.2,0.15,54.8,8.6,1012.4
2023-06-16,Nakuru,-0.3031,36.08,1850,21.5,0.31,59.2,6.1,999.3
2023-06-17,Nakuru,-0.3031,36.08,1850,22.3,0.69,57.1,0.9,1005.8
2023-06-18,Nakuru,-0.3031,36.08,1850,20.2,0.34,57.9,8.1,1015.5
2023-06-19,Nakuru,-0.3031,36.08,1850,23.0,0.2,43.6,6.6,1018.4
2023-06-20,Nakuru,-0.3031,36.08,1850,19.1,0.67,53.7,7.7,1005.8
2023-06-21,Nakuru,-0.3031,36.08,1850,21.3,0.08,49.9,9.7,1024.3
2023-06-22,Nakuru,-0.3031,36.08,1850,17.7,0.02,51.7,7.2,1016.7
2023-06-23,Nakuru,-0.3031,36.08,1850,22.3,1.59,54.4,9.1,1008.3
2023-06-24,Nakuru,-0.3031,36.08,1850,22.7,0.5,51.7,8.5,1017.9
2023-06-25,Nakuru,-0.3031,36.08,1850,19.6,0.34,58.3,3.4,1014.5
2023-06-26,Nakuru,-0.3031,36.08,1850,18.7,0.03,47.9,4.8,1000.5
2023-06-27,Nakuru,-0.3031,36.08,1850,19.3,0.73,42.3,5.0,1035.4
2023-06-28,Nakuru,-0.3031,36.08,1850,21.7,0.54,52.7,4.7,1003.5
2023-06-29,Nakuru,-0.3031,36.08,1850,19.9,0.01,51.7,4.8,1001.3
2023-06-30,Nakuru,-0.3031,36.08,1850,24.2,1.85,44.6,3.6,1020.4
2023-07-01,Nakuru,-0.3031,36.08,1850,21.5,0.13,39.7,4.3,1016.5
2023-07-02,Nakuru,-0.3031,36.08,1850,22.2,0.08,41.4,6.1,1014.5
2023-07-03,Nakuru,-0.3031,36.08,1850,22.8,0.35,52.4,2.1,1001.7
2023-07-04,Nakuru,-0.3031,36.08,1850,21.3,0.38,59.7,5.5,1006.2
2023-07-05,Nakuru,-0.3031,36.08,1850,19.1,0.86,51.9,4.8,1013.3
2023-07-06,Nakuru,-0.3031,36.08,1850,22.9,0.4,47.8,3.7,1019.0
2023-07-07,Nakuru,-0.3031,36.08,1850,19.9,0.02,52.1,4.8,996.8
2023-07-08,Nakuru,-0.3031,36.08,1850,20.1,2.41,56.2,4.6,1006.2
2023-07-09,Nakuru,-0.3031,36.08,1850,22.7,0.07,42.7,5.6,1014.5
2023-07-10,Nakuru,-0.3031,36.08,1850,16.6,0.41,36.9,1.9,991.4
2023-07-11,Nakuru,-0.3031,36.08,1850,20.7,0.07,46.7,2.7,1006.2
2023-07-12,Nakuru,-0.3031,36.08,1850,20.4,1.52,46.4,6.4,1013.8
2023-07-13,Nakuru,-0.3031,36.08,1850,18.6,0.13,44.0,3.3,1012.6
2023-07-14,Nakuru,-0.3031,36.08,1850,21.8,0.73,48.9,4.6,1022.4
2023-07-15,Nakuru,-0.3031,36.08,1850,25.7,0.12,36.0,10.3,1021.8
2023-07-16,Nakuru,-0.3031,36.08,1850,19.0,0.06,51.2,6.9,1017.5
2023-07-17,Nakuru,-0.3031,36.08,1850,21.5,0.01,52.2,5.6,1022.0
2023-07-18,Nakuru,-0.3031,36.08,1850,18.8,1.51,46.2,3.9,990.5
2023-07-19,Nakuru,-0.3031,36.08,1850,20.4,0.23,40.7,7.7,1028.5
2023-07-20,Nakuru,-0.3031,36.08,1850,21.9,0.0,46.6,4.0,1009.7
2023-07-21,Nakuru,-0.3031,36.08,1850,22.4,0.36,46.4,3.7,1003.7
2023-07-22,Nakuru,-0.3031,36.08,1850,17.1,0.4,38.9,3.7,1004.1
2023-07-23,Nakuru,-0.3031,36.08,1850,19.9,0.46,43.6,2.1,998.1
2023-07-24,Nakuru,-0.3031,36.08,1850,22.9,0.1,41.9,3.1,1008.3
2023-07-25,Nakuru,-0.3031,36.08,1850,20.3,0.13,39.7,7.5,1006.8
2023-07-26,Nakuru,-0.3031,36.08,1850,21.7,0.88,41.3,2.5,1009.1
2023-07-27,Nakuru,-0.3031,36.08,1850,19.4,0.29,45.9,7.3,1009.0
2023-07-28,Nakuru,-0.3031,36.08,1850,22.2,0.02,40.6,4.7,1005.3
2023-07-29,Nakuru,-0.3031,36.08,1850,19.8,0.32,40.0,4.4,1005.5
2023-07-30,Nakuru,-0.3031,36.08,1850,21.9,0.87,45.3,4.0,1007.0
2023-07-31,Nakuru,-0.3031,36.08,1850,20.8,0.91,32.0,5.4,1008.2
2023-08-01,Nakuru,-0.3031,36.08,1850,20.6,0.17,38.2,0.4,1025.7
2023-08-02,Nakuru,-0.3031,36.08,1850,17.3,0.41,32.9,4.4,1019.1
2023-08-03,Nakuru,-0.3031,36.08,1850,16.0,1.16,37.4,3.1,1023.7
2023-08-04,Nakuru,-0.3031,36.08,1850,17.5,0.1,46.3,5.7,1001.5
2023-08-05,Nakuru,-0.3031,36.08,1850,20.5,0.01,40.9,0.0,1011.9
2023-08-06,Nakuru,-0.3031,36.08,1850,17.1,0.5,42.5,5.2,1020.6
2023-08-07,Nakuru,-0.3031,36.08,1850,18.5,0.15,37.1,2.3,1014.0
2023-08-08,Nakuru,-0.3031,36.08,1850,19.1,0.01,25.9,0.0,1022.0
2023-08-09,Nakuru,-0.3031,36.08,1850,23.4,2.06,49.7,4.1,996.7
2023-08-10,Nakuru,-0.3031,36.08,1850,16.7,0.03,28.0,1.1,1019.1
2023-08-11,Nakuru,-0.3031,36.08,1850,14.1,0.38,31.2,0.4,1006.5
2023-08-12,Nakuru,-0.3031,36.08,1850,17.8,0.17,36.6,4.1,1017.3
2023-08-13,Nakuru,-0.3031,36.08,1850,20.7,1.0,43.7,3.1,1002.2
2023-08-14,Nakuru,-0.3031,36.08,1850,19.5,0.44,34.5,4.0,1018.6
2023-08-15,Nakuru,-0.3031,36.08,1850,18.3,0.02,19.8,6.9,1015.7
2023-08-16,Nakuru,-0.3031,36.08,1850,21.1,1.04,43.4,4.3,1009.3
2023-08-17,Nakuru,-0.3031,36.08,1850,19.6,0.38,40.0,5.7,1020.4
2023-08-18,Nakuru,-0.3031,36.08,1850,20.8,0.32,31.9,1.2,1016.9
2023-08-19,Nakuru,-0.3031,36.08,1850,20.7,0.53,41.2,3.7,1016.2
2023-08-20,Nakuru,-0.3031,36.08,1850,18.4,0.82,35.4,0.0,1007.0
2023-08-21,Nakuru,-0.3031,36.08,1850,18.9,0.42,39.8,3.3,1027.5
2023-08-22,Nakuru,-0.3031,36.08,1850,17.4,0.15,36.9,1.6,1006.3
2023-08-23,Nakuru,-0.3031,36.08,1850,20.2,0.16,40.6,1.7,1010.2
2023-08-24,Nakuru,-0.3031,36.08,1850,14.8,0.09,27.7,3.1,1015.3
2023-08-25,Nakuru,-0.3031,36.08,1850,17.7,0.8,31.2,2.2,1013.5
2023-08-26,Nakuru,-0.3031,36.08,1850,17.9,0.63,36.7,1.4,1003.1
2023-08-27,Nakuru,-0.3031,36.08,1850,18.3,1.91,30.1,5.4,1034.1
2023-08-28,Nakuru,-0.3031,36.08,1850,19.5,0.12,34.9,0.0,1013.6
2023-08-29,Nakuru,-0.3031,36.08,1850,16.0,1.35,29.8,5.5,987.9
2023-08-30,Nakuru,-0.3031,36.08,1850,18.2,0.5,35.1,3.0,1018.6
2023-08-31,Nakuru,-0.3031,36.08,1850,18.0,2.24,36.5,6.6,1018.8
2023-09-01,Nakuru,-0.3031,36.08,1850,18.4,0.88,28.9,2.6,984.0
2023-09-02,Nakuru,-0.3031,36.08,1850,18.7,0.39,32.0,2.9,1028.2
2023-09-03,Nakuru,-0.3031,36.08,1850,18.1,0.7,31.9,4.9,1018.3
2023-09-04,Nakuru,-0.3031,36.08,1850,20.0,0.05,36.3,5.3,1018.3
2023-09-05,Nakuru,-0.3031,36.08,1850,17.3,0.14,32.1,4.5,1025.8
2023-09-06,Nakuru,-0.3031,36.08,1850,14.1,1.0,22.0,1.1,1004.9
2023-09-07,Nakuru,-0.3031,36.08,1850,17.4,0.18,28.0,0.5,1004.4
2023-09-08,Nakuru,-0.3031,36.08,1850,16.2,0.46,26.0,0.8,1012.0
2023-09-09,Nakuru,-0.3031,36.08,1850,19.9,0.06,30.2,1.9,1016.3
2023-09-10,Nakuru,-0.3031,36.08,1850,17.8,0.23,27.6,3.4,1021.1
2023-09-11,Nakuru,-0.3031,36.08,1850,22.6,0.56,24.7,0.8,1008.7
2023-09-12,Nakuru,-0.3031,36.08,1850,15.9,0.23,29.8,5.6,1035.6
2023-09-13,Nakuru,-0.3031,36.08,1850,14.2,0.17,23.5,1.2,999.7
2023-09-14,Nakuru,-0.3031,36.08,1850,15.7,1.1,29.9,0.1,1028.5
2023-09-15,Nakuru,-0.3031,36.08,1850,16.6,0.08,28.7,1.6,1001.3
2023-09-16,Nakuru,-0.3031,36.08,1850,18.3,1.95,29.1,4.0,1019.0
2023-09-17,Nakuru,-0.3031,36.08,1850,18.9,0.04,24.5,2.3,1015.6
2023-09-18,Nakuru,-0.3031,36.08,1850,19.4,0.01,26.9,3.7,1010.4
2023-09-19,Nakuru,-0.3031,36.08,1850,18.9,0.27,24.4,5.0,1006.7
2023-09-20,Nakuru,-0.3031,36.08,1850,16.9,0.57,21.4,4.8,1011.5
2023-09-21,Nakuru,-0.3031,36.08,1850,16.1,0.02,37.4,1.9,999.0
2023-09-22,Nakuru,-0.3031,36.08,1850,17.3,0.45,34.0,0.6,1017.7
2023-09-23,Nakuru,-0.3031,36.08,1850,16.2,3.16,25.5,2.8,1020.7
2023-09-24,Nakuru,-0.3031,36.08,1850,19.1,0.22,19.5,0.4,1030.7
2023-09-25,Nakuru,-0.3031,36.08,1850,16.4,0.56,28.3,0.8,1015.9
2023-09-26,Nakuru,-0.3031,36.08,1850,17.9,0.77,32.4,0.0,1020.4
2023-09-27,Nakuru,-0.3031,36.08,1850,16.5,0.12,31.8,0.0,1026.9
2023-09-28,Nakuru,-0.3031,36.08,1850,16.7,0.11,33.7,2.0,1018.9
2023-09-29,Nakuru,-0.3031,36.08,1850,12.0,1.08,31.9,3.6,1012.9
2023-09-30,Nakuru,-0.3031,36.08,1850,14.9,0.8,25.4,1.3,1027.7
2023-10-01,Nakuru,-0.3031,36.08,1850,16.0,4.91,31.8,0.0,1004.5
2023-10-02,Nakuru,-0.3031,36.08,1850,15.4,4.04,24.3,4.1,1024.5
2023-10-03,Nakuru,-0.3031,36.08,1850,12.8,5.14,27.3,2.3,1019.4
2023-10-04,Nakuru,-0.3031,36.08,1850,14.8,4.2,33.8,1.9,1004.5
2023-10-05,Nakuru,-0.3031,36.08,1850,18.4,6.55,33.8,2.8,1022.1
2023-10-06,Nakuru,-0.3031,36.08,1850,17.6,5.43,25.3,0.0,1005.8
2023-10-07,Nakuru,-0.3031,36.08,1850,13.3,4.17,29.0,2.6,1024.1
2023-10-08,Nakuru,-0.3031,36.08,1850,14.8,8.0,19.8,0.0,997.8
2023-10-09,Nakuru,-0.3031,36.08,1850,15.0,6.15,33.3,2.0,984.5
2023-10-10,Nakuru,-0.3031,36.08,1850,15.7,4.51,31.9,5.2,1006.4
2023-10-11,Nakuru,-0.3031,36.08,1850,18.2,4.1,30.4,0.4,1005.9
2023-10-12,Nakuru,-0.3031,36.08,1850,15.9,4.03,38.7,0.8,1025.5
